变量,滞后步数,滞后秒数,相关系数,绝对相关系数
15#风箱平均温度,40,80,0.017554117252181204,0.017554117252181204
15#风箱平均温度,41,82,0.015890463745637247,0.015890463745637247
15#风箱平均温度,42,84,0.009973251537045478,0.009973251537045478
15#风箱平均温度,43,86,0.004209013886109316,0.004209013886109316
15#风箱平均温度,44,88,-0.00172388895154492,0.00172388895154492
15#风箱平均温度,45,90,-0.006284119786900675,0.006284119786900675
15#风箱平均温度,46,92,-0.007436663962277804,0.007436663962277804
15#风箱平均温度,47,94,-0.0021216309366424656,0.0021216309366424656
15#风箱平均温度,48,96,0.013981032681051072,0.013981032681051072
15#风箱平均温度,49,98,0.03781932770910395,0.03781932770910395
15#风箱平均温度,50,100,0.06437416956046359,0.06437416956046359
15#风箱平均温度,51,102,0.08737561149919278,0.08737561149919278
15#风箱平均温度,52,104,0.10225087277582534,0.10225087277582534
15#风箱平均温度,53,106,0.10760932307506627,0.10760932307506627
15#风箱平均温度,54,108,0.1064644901638245,0.1064644901638245
15#风箱平均温度,55,110,0.09660207395202662,0.09660207395202662
15#风箱平均温度,56,112,0.08118396142799333,0.08118396142799333
15#风箱平均温度,57,114,0.06669114761118765,0.06669114761118765
15#风箱平均温度,58,116,0.055877393235586194,0.055877393235586194
15#风箱平均温度,59,118,0.04766275522098995,0.04766275522098995
15#风箱平均温度,60,120,0.04343200164564125,0.04343200164564125
15#风箱平均温度,61,122,0.04428969943717391,0.04428969943717391
15#风箱平均温度,62,124,0.047009124754596086,0.047009124754596086
15#风箱平均温度,63,126,0.04953507515338438,0.04953507515338438
15#风箱平均温度,64,128,0.050495370278818355,0.050495370278818355
15#风箱平均温度,65,130,0.05052597558709853,0.05052597558709853
15#风箱平均温度,66,132,0.049423924422262275,0.049423924422262275
15#风箱平均温度,67,134,0.04524560379742042,0.04524560379742042
15#风箱平均温度,68,136,0.04092456363073762,0.04092456363073762
15#风箱平均温度,69,138,0.03908250787928617,0.03908250787928617
15#风箱平均温度,70,140,0.03922637868733553,0.03922637868733553
15#风箱平均温度,71,142,0.03822360615379619,0.03822360615379619
15#风箱平均温度,72,144,0.039012299696528044,0.039012299696528044
15#风箱平均温度,73,146,0.04452585579589936,0.04452585579589936
15#风箱平均温度,74,148,0.05157770330042214,0.05157770330042214
15#风箱平均温度,75,150,0.05650831827716089,0.05650831827716089
15#风箱平均温度,76,152,0.06145888774048542,0.06145888774048542
15#风箱平均温度,77,154,0.06682104195104199,0.06682104195104199
15#风箱平均温度,78,156,0.07128456454503532,0.07128456454503532
15#风箱平均温度,79,158,0.07500818007919287,0.07500818007919287
15#风箱平均温度,80,160,0.07592497258386473,0.07592497258386473
16#风箱平均温度,0,0,-0.1709989750691138,0.1709989750691138
16#风箱平均温度,1,2,-0.14472204069673306,0.14472204069673306
16#风箱平均温度,2,4,-0.12174841205923333,0.12174841205923333
16#风箱平均温度,3,6,-0.09378654086676744,0.09378654086676744
16#风箱平均温度,4,8,-0.06507142291722184,0.06507142291722184
16#风箱平均温度,5,10,-0.04103324205623358,0.04103324205623358
16#风箱平均温度,6,12,-0.026861446739291854,0.026861446739291854
16#风箱平均温度,7,14,-0.015731528284142985,0.015731528284142985
16#风箱平均温度,8,16,-0.008992493226875077,0.008992493226875077
16#风箱平均温度,9,18,-0.005404140698899533,0.005404140698899533
16#风箱平均温度,10,20,-0.0027364096348064405,0.0027364096348064405
16#风箱平均温度,11,22,-0.004524231735777766,0.004524231735777766
16#风箱平均温度,12,24,-0.008272585157092732,0.008272585157092732
16#风箱平均温度,13,26,-0.004606304999001278,0.004606304999001278
16#风箱平均温度,14,28,0.010469473963668333,0.010469473963668333
16#风箱平均温度,15,30,0.031058690049950457,0.031058690049950457
16#风箱平均温度,16,32,0.04594474019152431,0.04594474019152431
16#风箱平均温度,17,34,0.04990272214260328,0.04990272214260328
16#风箱平均温度,18,36,0.049138186858231014,0.049138186858231014
16#风箱平均温度,19,38,0.04424393770932458,0.04424393770932458
16#风箱平均温度,20,40,0.04316645278089812,0.04316645278089812
16#风箱平均温度,21,42,0.046560391385118624,0.046560391385118624
16#风箱平均温度,22,44,0.05238781048986697,0.05238781048986697
16#风箱平均温度,23,46,0.06023666187407863,0.06023666187407863
16#风箱平均温度,24,48,0.06536052760935476,0.06536052760935476
16#风箱平均温度,25,50,0.06230747206891353,0.06230747206891353
16#风箱平均温度,26,52,0.05612811804346019,0.05612811804346019
16#风箱平均温度,27,54,0.04858096604016879,0.04858096604016879
16#风箱平均温度,28,56,0.039508691186770716,0.039508691186770716
16#风箱平均温度,29,58,0.027931607085715248,0.027931607085715248
16#风箱平均温度,30,60,0.022855829808098704,0.022855829808098704
16#风箱平均温度,31,62,0.01862514011964613,0.01862514011964613
16#风箱平均温度,32,64,0.0072992644000035856,0.0072992644000035856
16#风箱平均温度,33,66,0.0037061301710074974,0.0037061301710074974
16#风箱平均温度,34,68,0.007112853030604336,0.007112853030604336
16#风箱平均温度,35,70,0.019184521644419947,0.019184521644419947
16#风箱平均温度,36,72,0.03314235066536668,0.03314235066536668
16#风箱平均温度,37,74,0.043704671054642485,0.043704671054642485
16#风箱平均温度,38,76,0.05002918819905201,0.05002918819905201
16#风箱平均温度,39,78,0.05249119332647667,0.05249119332647667
16#风箱平均温度,40,80,0.04642647928198235,0.04642647928198235
16#风箱平均温度,41,82,0.032724430171833754,0.032724430171833754
16#风箱平均温度,42,84,0.020311324980269666,0.020311324980269666
16#风箱平均温度,43,86,0.006609723760447822,0.006609723760447822
16#风箱平均温度,44,88,-0.003986705040233055,0.003986705040233055
16#风箱平均温度,45,90,-0.006391354462399779,0.006391354462399779
16#风箱平均温度,46,92,-0.0031561073032222763,0.0031561073032222763
16#风箱平均温度,47,94,0.011151890843307574,0.011151890843307574
16#风箱平均温度,48,96,0.0349561501256058,0.0349561501256058
16#风箱平均温度,49,98,0.06425755640535843,0.06425755640535843
16#风箱平均温度,50,100,0.09245456333003636,0.09245456333003636
16#风箱平均温度,51,102,0.1101301988840839,0.1101301988840839
16#风箱平均温度,52,104,0.12024028263390284,0.12024028263390284
16#风箱平均温度,53,106,0.12278915520147955,0.12278915520147955
16#风箱平均温度,54,108,0.11751247205940196,0.11751247205940196
16#风箱平均温度,55,110,0.10069083350002027,0.10069083350002027
16#风箱平均温度,56,112,0.08259486002086379,0.08259486002086379
16#风箱平均温度,57,114,0.06783834923826089,0.06783834923826089
16#风箱平均温度,58,116,0.05414663766029454,0.05414663766029454
16#风箱平均温度,59,118,0.04405282413118523,0.04405282413118523
16#风箱平均温度,60,120,0.03722822287400656,0.03722822287400656
16#风箱平均温度,61,122,0.033709514714876584,0.033709514714876584
16#风箱平均温度,62,124,0.03390654607904892,0.03390654607904892
16#风箱平均温度,63,126,0.03330199755060515,0.03330199755060515
16#风箱平均温度,64,128,0.038488580625249166,0.038488580625249166
16#风箱平均温度,65,130,0.043745040097621174,0.043745040097621174
16#风箱平均温度,66,132,0.04392399219833225,0.04392399219833225
16#风箱平均温度,67,134,0.038881864596429234,0.038881864596429234
16#风箱平均温度,68,136,0.036270819117661245,0.036270819117661245
16#风箱平均温度,69,138,0.038662615512973245,0.038662615512973245
16#风箱平均温度,70,140,0.03692926310876796,0.03692926310876796
16#风箱平均温度,71,142,0.03534096673368725,0.03534096673368725
16#风箱平均温度,72,144,0.03740253885066424,0.03740253885066424
16#风箱平均温度,73,146,0.04474021390411465,0.04474021390411465
16#风箱平均温度,74,148,0.057096349127951085,0.057096349127951085
16#风箱平均温度,75,150,0.0656614546191855,0.0656614546191855
16#风箱平均温度,76,152,0.07169547861283923,0.07169547861283923
16#风箱平均温度,77,154,0.0733361222328559,0.0733361222328559
16#风箱平均温度,78,156,0.07794654634973947,0.07794654634973947
16#风箱平均温度,79,158,0.07848208552978722,0.07848208552978722
16#风箱平均温度,80,160,0.07641876455360164,0.07641876455360164
17#风箱平均温度,0,0,-0.08942540873875703,0.08942540873875703
17#风箱平均温度,1,2,-0.07564043579091,0.07564043579091
17#风箱平均温度,2,4,-0.06825462020728576,0.06825462020728576
17#风箱平均温度,3,6,-0.0530379271762845,0.0530379271762845
17#风箱平均温度,4,8,-0.030321867533066843,0.030321867533066843
17#风箱平均温度,5,10,-0.015281328851796496,0.015281328851796496
17#风箱平均温度,6,12,-0.0029260245216178203,0.0029260245216178203
17#风箱平均温度,7,14,0.005815906536617273,0.005815906536617273
17#风箱平均温度,8,16,0.013859077921175703,0.013859077921175703
17#风箱平均温度,9,18,0.017870779876500792,0.017870779876500792
17#风箱平均温度,10,20,0.01577159160831816,0.01577159160831816
17#风箱平均温度,11,22,0.010040659877326375,0.010040659877326375
17#风箱平均温度,12,24,0.005225500659307055,0.005225500659307055
17#风箱平均温度,13,26,0.010985306069179763,0.010985306069179763
17#风箱平均温度,14,28,0.03285074898167057,0.03285074898167057
17#风箱平均温度,15,30,0.052121144632849135,0.052121144632849135
17#风箱平均温度,16,32,0.06220784107491484,0.06220784107491484
17#风箱平均温度,17,34,0.06252717380141673,0.06252717380141673
17#风箱平均温度,18,36,0.05718818731796066,0.05718818731796066
17#风箱平均温度,19,38,0.050906352989738245,0.050906352989738245
17#风箱平均温度,20,40,0.05015676646983562,0.05015676646983562
17#风箱平均温度,21,42,0.054281214579572135,0.054281214579572135
17#风箱平均温度,22,44,0.06164280824895085,0.06164280824895085
17#风箱平均温度,23,46,0.07192185255390206,0.07192185255390206
17#风箱平均温度,24,48,0.07734419144970062,0.07734419144970062
17#风箱平均温度,25,50,0.073491135399109,0.073491135399109
17#风箱平均温度,26,52,0.06973713712661148,0.06973713712661148
17#风箱平均温度,27,54,0.06631310469837537,0.06631310469837537
17#风箱平均温度,28,56,0.05330257790122729,0.05330257790122729
17#风箱平均温度,29,58,0.044801929488414376,0.044801929488414376
17#风箱平均温度,30,60,0.039088634393359606,0.039088634393359606
17#风箱平均温度,31,62,0.027805889034850883,0.027805889034850883
17#风箱平均温度,32,64,0.015445660506166827,0.015445660506166827
17#风箱平均温度,33,66,0.008747484911272758,0.008747484911272758
17#风箱平均温度,34,68,0.013405882289932777,0.013405882289932777
17#风箱平均温度,35,70,0.025504446260259626,0.025504446260259626
17#风箱平均温度,36,72,0.03496727268156602,0.03496727268156602
17#风箱平均温度,37,74,0.04107932331075444,0.04107932331075444
17#风箱平均温度,38,76,0.04388110246970248,0.04388110246970248
17#风箱平均温度,39,78,0.0355307439261099,0.0355307439261099
17#风箱平均温度,40,80,0.01860795832390508,0.01860795832390508
17#风箱平均温度,41,82,0.003676386989264097,0.003676386989264097
17#风箱平均温度,42,84,-0.006823892017704197,0.006823892017704197
17#风箱平均温度,43,86,-0.01733349328111626,0.01733349328111626
17#风箱平均温度,44,88,-0.02419273959721347,0.02419273959721347
17#风箱平均温度,45,90,-0.024915356185383163,0.024915356185383163
17#风箱平均温度,46,92,-0.01611202631997079,0.01611202631997079
17#风箱平均温度,47,94,0.0004071504572826529,0.0004071504572826529
17#风箱平均温度,48,96,0.022094033346059628,0.022094033346059628
17#风箱平均温度,49,98,0.051006622472764516,0.051006622472764516
17#风箱平均温度,50,100,0.07432158249010323,0.07432158249010323
17#风箱平均温度,51,102,0.08713914080050478,0.08713914080050478
17#风箱平均温度,52,104,0.09301316886438353,0.09301316886438353
17#风箱平均温度,53,106,0.0933869522303742,0.0933869522303742
17#风箱平均温度,54,108,0.08292892635314537,0.08292892635314537
17#风箱平均温度,55,110,0.06664752597423954,0.06664752597423954
17#风箱平均温度,56,112,0.05024572016801624,0.05024572016801624
17#风箱平均温度,57,114,0.03363652919143567,0.03363652919143567
17#风箱平均温度,58,116,0.020006726210025517,0.020006726210025517
17#风箱平均温度,59,118,0.012310915888318097,0.012310915888318097
17#风箱平均温度,60,120,0.007819910127260623,0.007819910127260623
17#风箱平均温度,61,122,0.00679988652541511,0.00679988652541511
17#风箱平均温度,62,124,0.009283932356652194,0.009283932356652194
17#风箱平均温度,63,126,0.017781348147747195,0.017781348147747195
17#风箱平均温度,64,128,0.027757222775271293,0.027757222775271293
17#风箱平均温度,65,130,0.0343177860344919,0.0343177860344919
17#风箱平均温度,66,132,0.033878667411932184,0.033878667411932184
17#风箱平均温度,67,134,0.027825715632587483,0.027825715632587483
17#风箱平均温度,68,136,0.023571566627277232,0.023571566627277232
17#风箱平均温度,69,138,0.01769861657180892,0.01769861657180892
17#风箱平均温度,70,140,0.010035225032887665,0.010035225032887665
17#风箱平均温度,71,142,0.009104174194240859,0.009104174194240859
17#风箱平均温度,72,144,0.01125046925898677,0.01125046925898677
17#风箱平均温度,73,146,0.021004075985509168,0.021004075985509168
17#风箱平均温度,74,148,0.03622178527435918,0.03622178527435918
17#风箱平均温度,75,150,0.04312007548045864,0.04312007548045864
17#风箱平均温度,76,152,0.04239720696669837,0.04239720696669837
17#风箱平均温度,77,154,0.0461382536740722,0.0461382536740722
17#风箱平均温度,78,156,0.04482975943658464,0.04482975943658464
17#风箱平均温度,79,158,0.04351463332020773,0.04351463332020773
17#风箱平均温度,80,160,0.03848854482806828,0.03848854482806828
18#风箱平均温度,0,0,-0.07171129211362716,0.07171129211362716
18#风箱平均温度,1,2,-0.05511038467964723,0.05511038467964723
18#风箱平均温度,2,4,-0.032735724289743834,0.032735724289743834
18#风箱平均温度,3,6,-0.0035466838681050853,0.0035466838681050853
18#风箱平均温度,4,8,0.02000080294568765,0.02000080294568765
18#风箱平均温度,5,10,0.03734556614156862,0.03734556614156862
18#风箱平均温度,6,12,0.049107839909364674,0.049107839909364674
18#风箱平均温度,7,14,0.05420069955193599,0.05420069955193599
18#风箱平均温度,8,16,0.054196083471210965,0.054196083471210965
18#风箱平均温度,9,18,0.05284652131052502,0.05284652131052502
18#风箱平均温度,10,20,0.05007261872291201,0.05007261872291201
18#风箱平均温度,11,22,0.05158948517995983,0.05158948517995983
18#风箱平均温度,12,24,0.06210039656272978,0.06210039656272978
18#风箱平均温度,13,26,0.0846928602810332,0.0846928602810332
18#风箱平均温度,14,28,0.10833408249165084,0.10833408249165084
18#风箱平均温度,15,30,0.12361853891971648,0.12361853891971648
18#风箱平均温度,16,32,0.12581974642758478,0.12581974642758478
18#风箱平均温度,17,34,0.12119828870506275,0.12119828870506275
18#风箱平均温度,18,36,0.11947897153741321,0.11947897153741321
18#风箱平均温度,19,38,0.12106456739841708,0.12106456739841708
18#风箱平均温度,20,40,0.1234305168542418,0.1234305168542418
18#风箱平均温度,21,42,0.123723533166582,0.123723533166582
18#风箱平均温度,22,44,0.11788182319654693,0.11788182319654693
18#风箱平均温度,23,46,0.11367833383106675,0.11367833383106675
18#风箱平均温度,24,48,0.10994980550059237,0.10994980550059237
18#风箱平均温度,25,50,0.10889037431817121,0.10889037431817121
18#风箱平均温度,26,52,0.1154333113526678,0.1154333113526678
18#风箱平均温度,27,54,0.10667520021843686,0.10667520021843686
18#风箱平均温度,28,56,0.08806838489860772,0.08806838489860772
18#风箱平均温度,29,58,0.06705880726151639,0.06705880726151639
18#风箱平均温度,30,60,0.037323980451623655,0.037323980451623655
18#风箱平均温度,31,62,0.012526825281839871,0.012526825281839871
18#风箱平均温度,32,64,0.001103421514090746,0.001103421514090746
18#风箱平均温度,33,66,0.0029883169923408184,0.0029883169923408184
18#风箱平均温度,34,68,0.01982469131286959,0.01982469131286959
18#风箱平均温度,35,70,0.0408785499070562,0.0408785499070562
18#风箱平均温度,36,72,0.0587911737921078,0.0587911737921078
18#风箱平均温度,37,74,0.07597242571270348,0.07597242571270348
18#风箱平均温度,38,76,0.0804311760416138,0.0804311760416138
18#风箱平均温度,39,78,0.06935896786893567,0.06935896786893567
18#风箱平均温度,40,80,0.055555164170762714,0.055555164170762714
18#风箱平均温度,41,82,0.0410523493778271,0.0410523493778271
18#风箱平均温度,42,84,0.027172401354292556,0.027172401354292556
18#风箱平均温度,43,86,0.018876997621385273,0.018876997621385273
18#风箱平均温度,44,88,0.016057415429673004,0.016057415429673004
18#风箱平均温度,45,90,0.023727708605239206,0.023727708605239206
18#风箱平均温度,46,92,0.037779042030155426,0.037779042030155426
18#风箱平均温度,47,94,0.05405256695715142,0.05405256695715142
18#风箱平均温度,48,96,0.07324895592643188,0.07324895592643188
18#风箱平均温度,49,98,0.09121796200242877,0.09121796200242877
18#风箱平均温度,50,100,0.10330709085189613,0.10330709085189613
18#风箱平均温度,51,102,0.10669133253880227,0.10669133253880227
18#风箱平均温度,52,104,0.1045389674367302,0.1045389674367302
18#风箱平均温度,53,106,0.09739989246973531,0.09739989246973531
18#风箱平均温度,54,108,0.08776767720619341,0.08776767720619341
18#风箱平均温度,55,110,0.07835682695970987,0.07835682695970987
18#风箱平均温度,56,112,0.06851918602838708,0.06851918602838708
18#风箱平均温度,57,114,0.05666183015661076,0.05666183015661076
18#风箱平均温度,58,116,0.04622082478940483,0.04622082478940483
18#风箱平均温度,59,118,0.04106411593091402,0.04106411593091402
18#风箱平均温度,60,120,0.038633047013108344,0.038633047013108344
18#风箱平均温度,61,122,0.03886673118862695,0.03886673118862695
18#风箱平均温度,62,124,0.043535073887882095,0.043535073887882095
18#风箱平均温度,63,126,0.04999109596512953,0.04999109596512953
18#风箱平均温度,64,128,0.05440319706215532,0.05440319706215532
18#风箱平均温度,65,130,0.054338046734809214,0.054338046734809214
18#风箱平均温度,66,132,0.051139506810646725,0.051139506810646725
18#风箱平均温度,67,134,0.04950409857469582,0.04950409857469582
18#风箱平均温度,68,136,0.04800250517105357,0.04800250517105357
18#风箱平均温度,69,138,0.042284318886859594,0.042284318886859594
18#风箱平均温度,70,140,0.04303645391961857,0.04303645391961857
18#风箱平均温度,71,142,0.044820874187064194,0.044820874187064194
18#风箱平均温度,72,144,0.047177296694906445,0.047177296694906445
18#风箱平均温度,73,146,0.05218425070060872,0.05218425070060872
18#风箱平均温度,74,148,0.05592106330960375,0.05592106330960375
18#风箱平均温度,75,150,0.05267193232758566,0.05267193232758566
18#风箱平均温度,76,152,0.050872219392033055,0.050872219392033055
18#风箱平均温度,77,154,0.048319002106107733,0.048319002106107733
18#风箱平均温度,78,156,0.04446952415205074,0.04446952415205074
18#风箱平均温度,79,158,0.03727199719167527,0.03727199719167527
18#风箱平均温度,80,160,0.028495986928961815,0.028495986928961815
1#大烟道负压,0,0,-0.20961001296480106,0.20961001296480106
1#大烟道负压,1,2,-0.21040352431895828,0.21040352431895828
1#大烟道负压,2,4,-0.19421415178164367,0.19421415178164367
1#大烟道负压,3,6,-0.1635334362527342,0.1635334362527342
1#大烟道负压,4,8,-0.12606533538169523,0.12606533538169523
1#大烟道负压,5,10,-0.0859692691166788,0.0859692691166788
1#大烟道负压,6,12,-0.046212127312017966,0.046212127312017966
1#大烟道负压,7,14,-0.010789022672375876,0.010789022672375876
1#大烟道负压,8,16,0.01854675540825316,0.01854675540825316
1#大烟道负压,9,18,0.03882950290148838,0.03882950290148838
1#大烟道负压,10,20,0.05446994085573296,0.05446994085573296
1#大烟道负压,11,22,0.0633906301020408,0.0633906301020408
1#大烟道负压,12,24,0.06951519355076687,0.06951519355076687
1#大烟道负压,13,26,0.0747685066388625,0.0747685066388625
1#大烟道负压,14,28,0.08079704301174938,0.08079704301174938
1#大烟道负压,15,30,0.08594186428868479,0.08594186428868479
1#大烟道负压,16,32,0.08809028481218376,0.08809028481218376
1#大烟道负压,17,34,0.08941791517567108,0.08941791517567108
1#大烟道负压,18,36,0.09748184265660881,0.09748184265660881
1#大烟道负压,19,38,0.10531033203082647,0.10531033203082647
1#大烟道负压,20,40,0.11416460726813826,0.11416460726813826
1#大烟道负压,21,42,0.12545172876359217,0.12545172876359217
1#大烟道负压,22,44,0.13011602424406984,0.13011602424406984
1#大烟道负压,23,46,0.13678462867756433,0.13678462867756433
1#大烟道负压,24,48,0.13376955855786282,0.13376955855786282
1#大烟道负压,25,50,0.13267361305087727,0.13267361305087727
1#大烟道负压,26,52,0.12969341713019683,0.12969341713019683
1#大烟道负压,27,54,0.11659257977380723,0.11659257977380723
1#大烟道负压,28,56,0.1118453968634827,0.1118453968634827
1#大烟道负压,29,58,0.1008553468935357,0.1008553468935357
1#大烟道负压,30,60,0.07885888891964443,0.07885888891964443
1#大烟道负压,31,62,0.05418520408253005,0.05418520408253005
1#大烟道负压,32,64,0.03657477512587204,0.03657477512587204
1#大烟道负压,33,66,0.017383933895664658,0.017383933895664658
1#大烟道负压,34,68,0.018639510182308302,0.018639510182308302
1#大烟道负压,35,70,0.024583002158087577,0.024583002158087577
1#大烟道负压,36,72,0.027767815738163053,0.027767815738163053
1#大烟道负压,37,74,0.034522610020261586,0.034522610020261586
1#大烟道负压,38,76,0.04582354666721982,0.04582354666721982
1#大烟道负压,39,78,0.05515950547741324,0.05515950547741324
1#大烟道负压,40,80,0.06319848267049202,0.06319848267049202
1#大烟道负压,41,82,0.07212828101197198,0.07212828101197198
1#大烟道负压,42,84,0.07068766214979086,0.07068766214979086
1#大烟道负压,43,86,0.06400247312674724,0.06400247312674724
1#大烟道负压,44,88,0.053633235452725754,0.053633235452725754
1#大烟道负压,45,90,0.046161927929951795,0.046161927929951795
1#大烟道负压,46,92,0.044187491591389176,0.044187491591389176
1#大烟道负压,47,94,0.04073025791024999,0.04073025791024999
1#大烟道负压,48,96,0.05627408371212811,0.05627408371212811
1#大烟道负压,49,98,0.06776619987480591,0.06776619987480591
1#大烟道负压,50,100,0.07885649212230408,0.07885649212230408
1#大烟道负压,51,102,0.08631592026455853,0.08631592026455853
1#大烟道负压,52,104,0.08769292444062314,0.08769292444062314
1#大烟道负压,53,106,0.08561402557276905,0.08561402557276905
1#大烟道负压,54,108,0.0806032659002045,0.0806032659002045
1#大烟道负压,55,110,0.0758025052112446,0.0758025052112446
1#大烟道负压,56,112,0.0677688067399548,0.0677688067399548
1#大烟道负压,57,114,0.05814131384094372,0.05814131384094372
1#大烟道负压,58,116,0.04784438112736252,0.04784438112736252
1#大烟道负压,59,118,0.04340303002165819,0.04340303002165819
1#大烟道负压,60,120,0.04102898983280256,0.04102898983280256
1#大烟道负压,61,122,0.03636399492465992,0.03636399492465992
1#大烟道负压,62,124,0.03547770466446026,0.03547770466446026
1#大烟道负压,63,126,0.03433485713681061,0.03433485713681061
1#大烟道负压,64,128,0.034754534018405676,0.034754534018405676
1#大烟道负压,65,130,0.03356230341571309,0.03356230341571309
1#大烟道负压,66,132,0.036444805196655786,0.036444805196655786
1#大烟道负压,67,134,0.03521994255236767,0.03521994255236767
1#大烟道负压,68,136,0.02962169324229517,0.02962169324229517
1#大烟道负压,69,138,0.030415705394964156,0.030415705394964156
1#大烟道负压,70,140,0.02995896716117916,0.02995896716117916
1#大烟道负压,71,142,0.028344654250173112,0.028344654250173112
1#大烟道负压,72,144,0.02734253082073516,0.02734253082073516
1#大烟道负压,73,146,0.029936426891779316,0.029936426891779316
1#大烟道负压,74,148,0.030365661331474458,0.030365661331474458
1#大烟道负压,75,150,0.03274685666706672,0.03274685666706672
1#大烟道负压,76,152,0.03441898062650028,0.03441898062650028
1#大烟道负压,77,154,0.030810605082273058,0.030810605082273058
1#大烟道负压,78,156,0.028884440845649464,0.028884440845649464
1#大烟道负压,79,158,0.02787208587781701,0.02787208587781701
1#大烟道负压,80,160,0.028652003349313403,0.028652003349313403
2#大烟道负压,0,0,-0.19328033748170395,0.19328033748170395
2#大烟道负压,1,2,-0.19537883986325774,0.19537883986325774
2#大烟道负压,2,4,-0.18235834173792123,0.18235834173792123
2#大烟道负压,3,6,-0.15478970354443183,0.15478970354443183
2#大烟道负压,4,8,-0.11896866941449351,0.11896866941449351
2#大烟道负压,5,10,-0.0816629526108108,0.0816629526108108
2#大烟道负压,6,12,-0.045024958719060135,0.045024958719060135
2#大烟道负压,7,14,-0.00960413445696136,0.00960413445696136
2#大烟道负压,8,16,0.019174717187971844,0.019174717187971844
2#大烟道负压,9,18,0.0401286751855255,0.0401286751855255
2#大烟道负压,10,20,0.05753765970003693,0.05753765970003693
2#大烟道负压,11,22,0.06839914743653842,0.06839914743653842
2#大烟道负压,12,24,0.0729859611093023,0.0729859611093023
2#大烟道负压,13,26,0.0782791122531413,0.0782791122531413
2#大烟道负压,14,28,0.08408208808939019,0.08408208808939019
2#大烟道负压,15,30,0.08967198581862683,0.08967198581862683
2#大烟道负压,16,32,0.09182125151698757,0.09182125151698757
2#大烟道负压,17,34,0.09213670179513046,0.09213670179513046
2#大烟道负压,18,36,0.0970191811112777,0.0970191811112777
2#大烟道负压,19,38,0.103457577354036,0.103457577354036
2#大烟道负压,20,40,0.10988991440477437,0.10988991440477437
2#大烟道负压,21,42,0.1192677107554552,0.1192677107554552
2#大烟道负压,22,44,0.1270646482289937,0.1270646482289937
2#大烟道负压,23,46,0.1337593268308504,0.1337593268308504
2#大烟道负压,24,48,0.13507782728775047,0.13507782728775047
2#大烟道负压,25,50,0.13949340781466474,0.13949340781466474
2#大烟道负压,26,52,0.139211797396897,0.139211797396897
2#大烟道负压,27,54,0.13053214457374512,0.13053214457374512
2#大烟道负压,28,56,0.12460931308453145,0.12460931308453145
2#大烟道负压,29,58,0.1103212210739671,0.1103212210739671
2#大烟道负压,30,60,0.0890457369605796,0.0890457369605796
2#大烟道负压,31,62,0.06250793966484876,0.06250793966484876
2#大烟道负压,32,64,0.04510362195922661,0.04510362195922661
2#大烟道负压,33,66,0.027092083333988846,0.027092083333988846
2#大烟道负压,34,68,0.027966360283255803,0.027966360283255803
2#大烟道负压,35,70,0.03263516712219505,0.03263516712219505
2#大烟道负压,36,72,0.03551847322619074,0.03551847322619074
2#大烟道负压,37,74,0.04028498396630205,0.04028498396630205
2#大烟道负压,38,76,0.04972056224465153,0.04972056224465153
2#大烟道负压,39,78,0.06060440564856472,0.06060440564856472
2#大烟道负压,40,80,0.0697470413314168,0.0697470413314168
2#大烟道负压,41,82,0.07639691701090101,0.07639691701090101
2#大烟道负压,42,84,0.07766839262610067,0.07766839262610067
2#大烟道负压,43,86,0.0712297728867888,0.0712297728867888
2#大烟道负压,44,88,0.06414120512477192,0.06414120512477192
2#大烟道负压,45,90,0.05614879416124563,0.05614879416124563
2#大烟道负压,46,92,0.054556677642127356,0.054556677642127356
2#大烟道负压,47,94,0.0550386780709617,0.0550386780709617
2#大烟道负压,48,96,0.06637730273500662,0.06637730273500662
2#大烟道负压,49,98,0.07637540585010144,0.07637540585010144
2#大烟道负压,50,100,0.08438810971496162,0.08438810971496162
2#大烟道负压,51,102,0.0926794788359038,0.0926794788359038
2#大烟道负压,52,104,0.09183449208191448,0.09183449208191448
2#大烟道负压,53,106,0.09036326424642434,0.09036326424642434
2#大烟道负压,54,108,0.08504083164252771,0.08504083164252771
2#大烟道负压,55,110,0.08056166221639784,0.08056166221639784
2#大烟道负压,56,112,0.07320160746386827,0.07320160746386827
2#大烟道负压,57,114,0.06261719882894079,0.06261719882894079
2#大烟道负压,58,116,0.05068883964411005,0.05068883964411005
2#大烟道负压,59,118,0.045107395806324134,0.045107395806324134
2#大烟道负压,60,120,0.04096014712979222,0.04096014712979222
2#大烟道负压,61,122,0.035820604011829335,0.035820604011829335
2#大烟道负压,62,124,0.0342191140504185,0.0342191140504185
2#大烟道负压,63,126,0.0318311750649008,0.0318311750649008
2#大烟道负压,64,128,0.030167392302997312,0.030167392302997312
2#大烟道负压,65,130,0.03050871768481075,0.03050871768481075
2#大烟道负压,66,132,0.033129968677340416,0.033129968677340416
2#大烟道负压,67,134,0.03293780495185867,0.03293780495185867
2#大烟道负压,68,136,0.029476788021664126,0.029476788021664126
2#大烟道负压,69,138,0.030470042470146175,0.030470042470146175
2#大烟道负压,70,140,0.029494846022533057,0.029494846022533057
2#大烟道负压,71,142,0.02784226528003956,0.02784226528003956
2#大烟道负压,72,144,0.026385329421717764,0.026385329421717764
2#大烟道负压,73,146,0.028014520420310093,0.028014520420310093
